time,[AB42_O1_ISF],[AB42_O25_ISF],[IDE_activity_ISF],[AB42_O2_ISF],[AB42_O3_ISF],[AB42_O4_ISF],[AB42_O5_ISF],[AB42_O6_ISF],[AB42_O7_ISF],[AB42_O8_ISF],[AB42_O9_ISF],[AB42_O10_ISF],[AB42_O11_ISF],[AB42_O12_ISF],[AB42_O13_ISF],[AB42_O14_ISF],[AB42_O15_ISF],[AB42_O16_ISF],[AB42_O17_ISF],[AB42_O18_ISF],[AB42_O19_ISF],[AB42_O20_ISF],[AB42_O21_ISF],[AB42_O22_ISF],[AB42_O23_ISF],[AB42_O24_ISF]
90822.74247491639,3.0469876408263747,0.002960427457743789,199.72773069603173,7.230545066558319e-05,9.642478491190721e-05,0.0003204692850539441,0.00029336400858840826,0.0014487698142337782,0.0007153392811839292,0.0003531117611307732,0.00017508590686842674,0.00015761393539945854,0.00014724107792280666,0.0003880786735521555,0.0003291432723176295,0.0002790958019206437,0.00023661193863627346,0.00020083801862345556,0.00018463713191030305,0.0001699189412093539,0.0001654835832223893,0.00016113576358895747,0.00015687093775283348,0.00015264477629888483,0.00014660855232276728,5.9796988516853423e-05
93752.50836120402,3.0592371978192703,0.0031589464236520368,198.03579255892612,7.288774005764633e-05,9.721118576661902e-05,0.0003232023247236984,0.00029597203750652884,0.0014646374702814101,0.0007246535166618462,0.00035844188836782394,0.00017808995425949776,0.00016038720155410788,0.00014999100064568656,0.0004005510479213289,0.000339931000166413,0.00028842330040194155,0.00024467446430978903,0.00020781336122745693,0.0001911197133823354,0.00017595086131994613,0.0001714289637517916,0.0001669967293000847,0.00016264930256445952,0.00015834091071466092,0.00015216314014943822,6.232147504680605e-05
96682.27424749164,3.0715332235371107,0.0033646866054350844,196.3581872055118,7.347458564691231e-05,9.800378461656214e-05,0.00032595746929988084,0.00029860172256962876,0.0014806645762668737,0.0007340785889391899,0.0003638456443376216,0.00018114132303879196,0.00016320509097160455,0.00015278436555599573,0.0004132011732539023,0.0003508763794162735,0.0002978903248895451,0.0002528601014540795,0.000214896979857943,0.00019770117313706276,0.00018207284380168703,0.00017746089498822998,0.00017294083954277976,0.0001685077024319667,0.0001641143789604454,0.0001577927347088153,6.489602699403812e-05
99612.04013377927,3.0838758691596384,0.003577792464692578,194.694793220237,7.406602121792583e-05,9.880261584233269e-05,0.00032873491089293455,0.0003012532066870737,0.0014968525869163089,0.0007436156778766039,0.00036932393883844445,0.0001842406827297953,0.00016606825058686575,0.00015562195125667154,0.0004260383836462222,0.0003619874053060109,0.00030750414556217207,0.0002611759324998546,0.0002220956768515129,0.00020438874202427488,0.00018829226470798248,0.00018358701954125954,0.00017897560633250574,0.0001744531333093245,0.00016997139881691598,0.00016350269780591184,6.752312879318534e-05
102541.8060200669,3.096265292792304,0.003798415784705503,193.04549021609503,7.466208136490063e-05,9.960773934571899e-05,0.00033153479334757955,0.0003039266835937211,0.0015132029497228778,0.0007532659746492129,0.0003748776924038694,0.00018738871158785182,0.00016897733651561142,0.00015850458414487322,0.00043907456759230526,0.0003732734124462236,0.00031727216100426077,0.0002696279063062534,0.00022941478547926808,0.00021118767674351693,0.0001946146801568963,0.00018981370566329065,0.0001851081416328526,0.00018049316703012201,0.0001759195907140771,0.00016930019734242563,7.020616550398336e-05
105471.57190635453,3.108701649062602,0.004026715650555729,191.41015882557411,7.526280059079959e-05,0.00010041919603086147,0.0003343572993252086,0.0003066223117665682,0.0015297171388966688,0.0007630306796626053,0.00038050783423391945,0.00019058609611749414,0.00017193301471009196,0.0001614331493792745,0.00045232405065652595,0.00038474620238690806,0.00032720381437889096,0.000278223378193939,0.00023686007997700086,0.00021810294568018487,0.00020104465596929022,0.00019614582582783447,0.00019134396742833868,0.0001866341313314686,0.0001819660175140819,0.00017519267250090754,7.294889972974411e-05
108401.33779264215,3.1211850928822096,0.004262859384792615,189.78868069206987,7.586821362843117e-05,0.0001012370363356813,0.0003372025950528471,0.00030934026605841696,0.0015463966268330538,0.0007729110022336963,0.00038621530204087194,0.00019383353040073383,0.00017493595950587832,0.00016440855160077062,0.00046580060820442264,0.00039641828946891563,0.0003373100233650149,0.00028697153993862025,0.0002444390064751721,0.0002251408212494387,0.000207587442823514,0.00020258814458506136,0.00019768772125911758,0.00019288093026762916,0.00018811616339759645,0.00018118626083035589,7.575463393247881e-05
111331.10367892977,3.1337157805550238,0.004507023399786675,188.18093846111537,7.647835554932706e-05,0.0001020613061055757,0.000340070857368278,0.00031208071517285465,0.0015632429036419268,0.0007829081624524548,0.00039200104321418755,0.00019713171669733434,0.00017798685239518055,0.00016743165792068503,0.0004795153038413468,0.00040830040763785175,0.0003476009725576053,0.0002958817747349159,0.00025215988913194186,0.00023230888959826034,0.00021424969753775189,0.00020914663270921004,0.00020414470956287616,0.00019923840600490227,0.00019437472758181384,0.00018728581437467746,7.862607458451215e-05
114260.86956521739,3.146293868560321,0.004759393098080897,186.58681577305296,7.709326165338317e-05,0.00010289205405006285,0.00034296225990387234,0.0003148438327961728,0.0015802574704368321,0.0007930233926493457,0.00039786601564499347,0.00020048136599474958,0.00018108638213333987,0.0001705032946870211,0.0004934775091689758,0.00042040142024754476,0.0003580852331200993,0.0003049623715015551,0.00026003057957741277,0.00023961487959415757,0.00022103872638038236,0.00021582827267054112,0.00021072133410974506,0.00020571227476032927,0.00020074681549961322,0.00019349602056252982,8.156580486476758e-05
117190.63545150502,3.1589195135270662,0.0050201625469815225,185.00619725384732,7.771296746804822e-05,0.00010372932906697081,0.0003458769775082254,0.00031762979377978305,0.0015974418409543689,0.0008032579371843273,0.00040381118795622476,0.00020388319827132297,0.00018423524511235122,0.00017362426648187836,0.0005076965245129541,0.00043272914154894923,0.00036876980331090344,0.00031421995027352764,0.0002680575470554378,0.00024706559398627584,0.00022796153175639602,0.00022264042538513683,0.00021742495065891476,0.00021230951662987532,0.0002072387550841704,0.00019982241596050294,8.457674952398044e-05
120120.40133779265,3.1715928722261992,0.0052895336487628125,183.43896850663126,7.833750874917406e-05,0.00010457317876740935,0.0003488151888112009,0.00032043877177336064,0.0016147975405331597,0.0008136130508963477,0.00040983753878011625,0.00020733794227604014,0.0001874341466907861,0.00017679542017407218,0.0005221844067704027,0.00044529306023324003,0.000379662179281014,0.0003236606303702678,0.00027624610286502787,0.00025466628605800716,0.00023502359091437616,0.0002295892763545161,0.00022426240771264314,0.00021903741047366962,0.0002138578973388298,0.00020627199404996566,8.766257882767905e-05
123050.16722408027,3.1843141021708035,0.005567716281381853,181.88501610363147,7.896692153820389e-05,0.00010542365397385666,0.0003517770692701669,0.0003232709456598525,0.001632326104640324,0.0008240899994883049,0.0004159460563558122,0.0002108463351628544,0.00019068380175497665,0.00018001766711970833,0.0005369552820353013,0.00045810514255166274,0.0003907721403865826,0.0003332922033045167,0.0002846024150466256,0.00026242221193197403,0.00024222964330972347,0.0002366797179051797,0.00023123907310944872,0.0002259019781877519,0.00022061090709030168,0.00021285180721861792,9.08271506240456e-05
125979.9331103679,3.1970833610711544,0.005854929382517821,180.34422757794687,7.960124211351454e-05,0.00010628080235456741,0.00035476280115244923,0.00032612649099653123,0.001650029084080716,0.0008346900606921062,0.00042213773957665193,0.00021440912298913102,0.0001939849343277142,0.00018329193340744075,0.0005520222839353479,0.00047117756576944494,0.0004021105893654249,0.0003431240758424066,0.00029313432332963733,0.0002703400710665418,0.0002495853348164255,0.0002439168424444116,0.000238359781766216,0.00023290814444723492,0.00022750310291857847,0.00021956768826895357,9.407384685198088e-05
128909.69899665553,3.2099008067706527,0.006151401674198545,178.81649141541033,8.024050698577678e-05,0.00010714467558660431,0.000357772562030593,0.0003290055890750696,0.0016679080384608914,0.0008454145236572643,0.0004284135978694337,0.00021802706094481322,0.0001973382768279125,0.00018661911083532555,0.0005673962172786118,0.00048452071093245576,0.0004136874254690944,0.0003531654874624486,0.00030185020164083027,0.0002784276395046728,0.00025709761643163715,0.00025130699623209283,0.0002456302387894831,0.00024006110167850006,0.00023453941747029222,0.00022642456872661845,9.74056197962451e-05
131839.46488294314,3.2227665975983575,0.0064573714868131245,177.3016970462169,8.088475293240134e-05,0.00010801532215437985,0.0003608065363408351,0.00033190841827629035,0.001685964542028247,0.000856264688783525,0.00043477465096318263,0.00022170091316724638,0.0002007445696093462,0.00019000006065715097,0.0005830870167563388,0.0004981435485886484,0.00042551101105771274,0.00036342436382411753,0.0003107575649448762,0.00028669239734199005,0.00026477372731734084,0.00025885733413911517,0.00025305725479690943,0.0002473671451181357,0.0002417255921727838,0.00023342770330978183,0.00010082555301222125
134769.23076923078,3.2356808922506572,0.0067730863377786785,175.79973483783468,8.15340169880741e-05,0.00010889279363786883,0.00036386490558711656,0.0003348351613897302,0.0017042001798488375,0.0008672418684126638,0.0004412219292267198,0.00022543145289785987,0.00020420456146239926,0.00019343564871338143,0.0005991054955435191,0.0005120552045107959,0.0004375892861398711,0.0003739078579942602,0.00031986305252776717,0.0002951410137409775,0.0002726203658827586,0.00026657487101898475,0.0002606479473629967,0.0002548332441673287,0.0002490682298793001,0.00024058317068544475,0.0001043371491543347
137698.9966555184,3.248643849716883,0.0070988027610961015,174.31049608637687,8.218833643959967e-05,0.0001097771410865001,0.0003669478538477291,0.00033778600156036053,0.0017226165499021112,0.0008783473866740921,0.00044775647374505284,0.0002292194626026668,0.00020771901030612727,0.0001969267745208633,0.000615464361029511,0.0005262661504189674,0.00044993086157055765,0.0003846231525341801,0.00032917284395815957,0.0003037793488478376,0.0002806433276416085,0.00027446584653711503,0.0002684090187028875,0.00026246643857023595,0.0002565744776055023,0.0002478979190160422,0.00010794439072722288
