time,[AB42_O1_ISF],[AB42_O25_ISF],[IDE_activity_ISF],[AB42_O2_ISF],[AB42_O3_ISF],[AB42_O4_ISF],[AB42_O5_ISF],[AB42_O6_ISF],[AB42_O7_ISF],[AB42_O8_ISF],[AB42_O9_ISF],[AB42_O10_ISF],[AB42_O11_ISF],[AB42_O12_ISF],[AB42_O13_ISF],[AB42_O14_ISF],[AB42_O15_ISF],[AB42_O16_ISF],[AB42_O17_ISF],[AB42_O18_ISF],[AB42_O19_ISF],[AB42_O20_ISF],[AB42_O21_ISF],[AB42_O22_ISF],[AB42_O23_ISF],[AB42_O24_ISF]
0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929.7658862876256,2.1986988300169745,1.5723153653383926e-11,396.6382372342878,0.00037659059926314307,0.0004973328648730449,0.0015960321040333612,0.0014111985148847603,0.005669600974635829,0.002118768920660122,0.0007095188284409387,0.00020945093843060465,7.515481748954302e-05,2.187159442510581e-05,5.3632895879618936e-06,1.1380621937330085e-06,2.130864122752718e-07,3.573207820350397e-08,5.42945666295013e-09,7.669730146994612e-10,9.96471116691519e-11,1.1991554294956023e-11,1.3446257828358433e-12,1.41208691203733e-13,1.3950464600185401e-14,1.3015605131078655e-15,9.612908367307541e-17
5859.531772575251,2.207605967758884,1.8494767653566886e-09,393.3047280908081,0.0003796469770799292,0.0005014399557970988,0.0016100178067602218,0.0014248339570543508,0.0058910700629325186,0.0024284757167162122,0.0009920916329160614,0.000398842067429973,0.0002790879077755351,0.00016682405898904497,8.579288456556052e-05,3.84663917400357e-05,1.524352684918421e-05,5.4049697985237135e-06,1.7331172870817697e-06,5.246386887361074e-07,1.4526285387733223e-07,3.7072868286517935e-08,8.777697671977421e-09,1.9387965617759733e-09,4.014143981779718e-10,7.820773370385364e-11,1.0208848960649235e-11
8789.297658862877,2.216547981859841,1.561312826536096e-08,389.9992351146228,0.0003827277392974653,0.0005055801189412836,0.001624118350798796,0.0014380280750693436,0.00596242243028772,0.0024712221496645073,0.0010234751076716158,0.00042547706420500064,0.0003539022116219261,0.0002754828032933707,0.00019633737141697908,0.00012682893773600647,7.414326363746102e-05,3.933999378065639e-05,1.904493310251965e-05,8.908354308556723e-06,3.813087739470434e-06,1.5038977702267237e-06,5.498591167732301e-07,1.8736438419543194e-07,5.97809505690224e-08,1.7917379302215942e-08,3.1096944493170127e-09
11719.063545150502,2.2255247528552657,5.2413585693850326e-08,386.72152284646165,0.00038583298998417674,0.0005097534946123365,0.001638336205278084,0.001451326600898176,0.006031943431738409,0.0025061878803541173,0.0010408721968184914,0.0004346712149221829,0.00037385377123150986,0.00031544641409594665,0.00025688286654595093,0.00019818044535939536,0.00014335810232150086,9.656004636755049e-05,6.043564380145701e-05,3.76304641879869e-05,2.1583050658780142e-05,1.1453408197552935e-05,5.648707183364152e-06,2.6003345525271157e-06,1.1218271937289289e-06,4.5433380738530334e-07,9.388121477821082e-08
14648.829431438127,2.234536381059452,1.1400658282732026e-07,383.47135780595005,0.0003889629095883318,0.0005139603286149512,0.001652672288121879,0.0014647396060913547,0.006102165347112678,0.0025414014107413233,0.001058024743625431,0.00044295503822086503,0.0003832956489680106,0.0003301480895330149,0.00028344807369196215,0.00023504298059150546,0.00018891316124807172,0.00014553120085914473,0.00010669383880855213,8.039014003098459e-05,5.6515602804307565e-05,3.7088756443337034e-05,2.2760334985700683e-05,1.3092879909492407e-05,7.079349288883976e-06,3.5952024716478854e-06,8.355480475367795e-07
17578.595317725754,2.2435829783448016,1.956894562548027e-07,380.24850847497737,0.00039211768371980504,0.0005182008739202597,0.0016671275124467316,0.0014782681597302197,0.006173141496197787,0.0025770674076143803,0.001075423613234242,0.0004513119166953915,0.0003911078996113751,0.00033872129933043457,0.0003043523096768864,0.00025623826535383975,0.00021408564671447826,0.00017576057060122907,0.00014066858470120118,0.00011944925153300794,9.635103121575814e-05,7.353246522435978e-05,5.2999927606015544e-05,3.607073242910355e-05,2.3197625558857527e-05,1.403927473712442e-05,3.546906929679922e-06
20508.361204013378,2.2526646593504727,2.923736525377304e-07,377.0527452812057,0.0003952975001559849,0.0005224753864438175,0.0016817028012840842,0.0014919131778531553,0.006244880081537769,0.002613195886778865,0.0010930873352001686,0.0004598075586742687,0.0003987665136951059,0.00034634768231389613,0.00033628765725092247,0.00028006060112539913,0.00023423097418453863,0.00019569971177273713,0.00016251743611266645,0.0001470770899261954,0.00012904812026622392,0.00010895550868488472,8.805308828431426e-05,6.789471419835948e-05,4.986168803957781e-05,3.458882029773721e-05,9.287683516422365e-06
23438.127090301005,2.2617815424473537,4.021418317093616e-07,373.88384058171613,0.00039850254920912513,0.0005267841255266163,0.0016963990896332274,0.0015056755848394923,0.00631738851113659,0.0026497923561843418,0.0011110200738258286,0.00046845103075006676,0.00040652232306521,0.00035425356212458436,0.0003833914353729122,0.0003153968380123747,0.0002607481928379888,0.00021657768097683267,0.0001807059582759489,0.00016719533257883586,0.00015281511456179578,0.00013681847868158553,0.00011910242390813816,0.00010022109450218982,8.116819024039674e-05,6.246337041611524e-05,1.7538890819173785e-05
26367.89297658863,2.270933750786618,5.26424978081985e-07,370.7415686467936,0.00040173302413065395,0.0005311273544900647,0.0017112173264806384,0.0015195563185014117,0.006390674280800385,0.0026868623142213893,0.0011292256042207246,0.00047724573156675954,0.0004144184875381407,0.00036257152638910327,0.0004394055145031554,0.00036109610924425664,0.00029680321779209154,0.00024450590144526886,0.00020256996708227395,0.0001871842399788708,0.0001728710515499709,0.0001586554734178697,0.00014371982111651655,0.00012764236812620622,0.00011046924988440011,9.158892508504408e-05,2.6554918560945385e-05
